pair_id,label,ground_truth,frgp,which_hand,subject1,subject2,img1_path,img2_path,s1_age,s1_gender,s1_race,s2_age,s2_gender,s2_race
I_00002381_00002327_frgp13,impostor,B,13,right,00002381,00002327,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_13.png,54,female,white,45,female,white
I_00002304_00002334_frgp13,impostor,B,13,right,00002304,00002334,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_13.png,37,male,white,51,female,white
I_00002330_00002426_frgp14,impostor,B,14,left,00002330,00002426,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_14.png,36,male,asian,49,male,white
I_00002304_00002307_frgp13,impostor,B,13,right,00002304,00002307,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_13.png,37,male,white,45,female,african american
I_00002304_00002319_frgp13,impostor,B,13,right,00002304,00002319,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_13.png,37,male,white,24,female,white
G_2406_frgp13,genuine,A,13,right,00002406,00002406,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002406_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002406_R_1000_slap_13.png,35,male,white,35,male,white
I_00002330_00002396_frgp14,impostor,B,14,left,00002330,00002396,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_14.png,36,male,asian,56,female,white
G_2426_frgp13,genuine,A,13,right,00002426,00002426,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002426_R_1000_slap_13.png,49,male,white,49,male,white
G_2370_frgp13,genuine,A,13,right,00002370,00002370,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002370_R_1000_slap_13.png,34,female,white,34,female,white
I_00002304_00002360_frgp13,impostor,B,13,right,00002304,00002360,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png,37,male,white,18,male,white
G_2341_frgp13,genuine,A,13,right,00002341,00002341,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002341_R_1000_slap_13.png,43,female,white,43,female,white
G_2396_frgp13,genuine,A,13,right,00002396,00002396,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002396_R_1000_slap_13.png,56,female,white,56,female,white
I_00002330_00002379_frgp14,impostor,B,14,left,00002330,00002379,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_14.png,36,male,asian,38,female,white
I_00002304_00002383_frgp13,impostor,B,13,right,00002304,00002383,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002383_R_500_slap_13.png,37,male,white,47,female,white
I_00002330_00002352_frgp14,impostor,B,14,left,00002330,00002352,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_14.png,36,male,asian,38,male,white
I_00002330_00002395_frgp14,impostor,B,14,left,00002330,00002395,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_14.png,36,male,asian,35,female,white
G_2332_frgp13,genuine,A,13,right,00002332,00002332,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002332_R_1000_slap_13.png,53,female,white,53,female,white
I_00002330_00002423_frgp14,impostor,B,14,left,00002330,00002423,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_14.png,36,male,asian,33,female,african american
I_00002330_00002375_frgp14,impostor,B,14,left,00002330,00002375,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_14.png,36,male,asian,42,female,african american
I_00002330_00002440_frgp14,impostor,B,14,left,00002330,00002440,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_14.png,36,male,asian,55,male,african american
I_00002304_00002407_frgp13,impostor,B,13,right,00002304,00002407,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_13.png,37,male,white,31,male,white
I_00002330_00002409_frgp14,impostor,B,14,left,00002330,00002409,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_14.png,36,male,asian,47,male,white
G_2412_frgp14,genuine,A,14,left,00002412,00002412,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002412_R_1000_slap_14.png,27,male,other,27,male,other
G_2325_frgp13,genuine,A,13,right,00002325,00002325,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002325_R_1000_slap_13.png,52,female,white,52,female,white
