pair_id,label,frgp,which_hand,subject1,subject2,ground_truth
I_00002371_00002396_frgp13,impostor,13,right,2371,2396,B
I_00002351_00002409_frgp14,impostor,14,left,2351,2409,B
I_00002369_00002371_frgp13,impostor,13,right,2369,2371,B
I_00002307_00002320_frgp13,impostor,13,right,2307,2320,B
I_00002371_00002375_frgp14,impostor,14,left,2371,2375,B
I_00002360_00002395_frgp14,impostor,14,left,2360,2395,B
I_00002395_00002428_frgp14,impostor,14,left,2395,2428,B
I_00002328_00002348_frgp13,impostor,13,right,2328,2348,B
I_00002349_00002447_frgp14,impostor,14,left,2349,2447,B
I_00002304_00002413_frgp13,impostor,13,right,2304,2413,B
I_00002352_00002399_frgp13,impostor,13,right,2352,2399,B
I_00002315_00002369_frgp13,impostor,13,right,2315,2369,B
I_00002330_00002359_frgp14,impostor,14,left,2330,2359,B
I_00002352_00002398_frgp14,impostor,14,left,2352,2398,B
I_00002326_00002332_frgp14,impostor,14,left,2326,2332,B
I_00002306_00002396_frgp14,impostor,14,left,2306,2396,B
I_00002338_00002374_frgp14,impostor,14,left,2338,2374,B
I_00002328_00002423_frgp14,impostor,14,left,2328,2423,B
I_00002337_00002355_frgp13,impostor,13,right,2337,2355,B
I_00002360_00002425_frgp14,impostor,14,left,2360,2425,B
I_00002317_00002359_frgp13,impostor,13,right,2317,2359,B
I_00002319_00002375_frgp14,impostor,14,left,2319,2375,B
I_00002326_00002370_frgp13,impostor,13,right,2326,2370,B
I_00002334_00002405_frgp14,impostor,14,left,2334,2405,B
I_00002355_00002409_frgp14,impostor,14,left,2355,2409,B
I_00002369_00002375_frgp14,impostor,14,left,2369,2375,B
I_00002349_00002351_frgp13,impostor,13,right,2349,2351,B
I_00002328_00002351_frgp13,impostor,13,right,2328,2351,B
I_00002317_00002402_frgp13,impostor,13,right,2317,2402,B
I_00002337_00002426_frgp13,impostor,13,right,2337,2426,B
I_00002376_00002394_frgp13,impostor,13,right,2376,2394,B
I_00002341_00002342_frgp14,impostor,14,left,2341,2342,B
I_00002326_00002392_frgp13,impostor,13,right,2326,2392,B
I_00002367_00002405_frgp14,impostor,14,left,2367,2405,B
I_00002327_00002395_frgp13,impostor,13,right,2327,2395,B
I_00002375_00002409_frgp14,impostor,14,left,2375,2409,B
I_00002353_00002368_frgp14,impostor,14,left,2353,2368,B
I_00002413_00002440_frgp14,impostor,14,left,2413,2440,B
I_00002356_00002426_frgp14,impostor,14,left,2356,2426,B
I_00002313_00002369_frgp14,impostor,14,left,2313,2369,B
I_00002358_00002368_frgp14,impostor,14,left,2358,2368,B
I_00002314_00002337_frgp13,impostor,13,right,2314,2337,B
I_00002332_00002369_frgp14,impostor,14,left,2332,2369,B
I_00002348_00002357_frgp14,impostor,14,left,2348,2357,B
I_00002353_00002408_frgp14,impostor,14,left,2353,2408,B
I_00002340_00002409_frgp13,impostor,13,right,2340,2409,B
I_00002348_00002398_frgp14,impostor,14,left,2348,2398,B
I_00002310_00002327_frgp13,impostor,13,right,2310,2327,B
I_00002317_00002351_frgp13,impostor,13,right,2317,2351,B
I_00002352_00002355_frgp14,impostor,14,left,2352,2355,B
I_00002313_00002332_frgp14,impostor,14,left,2313,2332,B
I_00002307_00002314_frgp14,impostor,14,left,2307,2314,B
I_00002303_00002340_frgp14,impostor,14,left,2303,2340,B
I_00002412_00002428_frgp13,impostor,13,right,2412,2428,B
I_00002349_00002413_frgp14,impostor,14,left,2349,2413,B
I_00002371_00002388_frgp14,impostor,14,left,2371,2388,B
I_00002360_00002415_frgp14,impostor,14,left,2360,2415,B
I_00002353_00002386_frgp13,impostor,13,right,2353,2386,B
I_00002340_00002424_frgp14,impostor,14,left,2340,2424,B
I_00002329_00002440_frgp13,impostor,13,right,2329,2440,B
I_00002339_00002374_frgp13,impostor,13,right,2339,2374,B
I_00002337_00002349_frgp13,impostor,13,right,2337,2349,B
I_00002341_00002406_frgp14,impostor,14,left,2341,2406,B
I_00002355_00002394_frgp14,impostor,14,left,2355,2394,B
I_00002394_00002418_frgp13,impostor,13,right,2394,2418,B
I_00002315_00002463_frgp14,impostor,14,left,2315,2463,B
I_00002425_00002447_frgp13,impostor,13,right,2425,2447,B
I_00002307_00002344_frgp14,impostor,14,left,2307,2344,B
I_00002329_00002409_frgp13,impostor,13,right,2329,2409,B
I_00002423_00002440_frgp13,impostor,13,right,2423,2440,B
I_00002402_00002408_frgp14,impostor,14,left,2402,2408,B
I_00002334_00002372_frgp13,impostor,13,right,2334,2372,B
I_00002353_00002370_frgp14,impostor,14,left,2353,2370,B
I_00002341_00002424_frgp14,impostor,14,left,2341,2424,B
I_00002339_00002355_frgp14,impostor,14,left,2339,2355,B
I_00002356_00002425_frgp13,impostor,13,right,2356,2425,B
I_00002337_00002394_frgp13,impostor,13,right,2337,2394,B
I_00002352_00002426_frgp13,impostor,13,right,2352,2426,B
I_00002342_00002413_frgp13,impostor,13,right,2342,2413,B
I_00002357_00002447_frgp14,impostor,14,left,2357,2447,B
I_00002403_00002415_frgp14,impostor,14,left,2403,2415,B
I_00002307_00002395_frgp13,impostor,13,right,2307,2395,B
I_00002325_00002386_frgp14,impostor,14,left,2325,2386,B
I_00002332_00002406_frgp14,impostor,14,left,2332,2406,B
I_00002371_00002391_frgp13,impostor,13,right,2371,2391,B
I_00002367_00002376_frgp13,impostor,13,right,2367,2376,B
I_00002413_00002424_frgp14,impostor,14,left,2413,2424,B
I_00002307_00002341_frgp13,impostor,13,right,2307,2341,B
I_00002315_00002462_frgp13,impostor,13,right,2315,2462,B
I_00002317_00002412_frgp14,impostor,14,left,2317,2412,B
I_00002359_00002403_frgp14,impostor,14,left,2359,2403,B
I_00002348_00002356_frgp14,impostor,14,left,2348,2356,B
I_00002360_00002408_frgp14,impostor,14,left,2360,2408,B
I_00002351_00002384_frgp13,impostor,13,right,2351,2384,B
I_00002340_00002462_frgp14,impostor,14,left,2340,2462,B
I_00002321_00002398_frgp14,impostor,14,left,2321,2398,B
I_00002304_00002357_frgp14,impostor,14,left,2304,2357,B
I_00002384_00002412_frgp13,impostor,13,right,2384,2412,B
I_00002307_00002319_frgp13,impostor,13,right,2307,2319,B
G_2462_frgp14,genuine,14,left,2462,2462,A
I_00002380_00002391_frgp13,impostor,13,right,2380,2391,B
I_00002348_00002402_frgp13,impostor,13,right,2348,2402,B
I_00002341_00002462_frgp13,impostor,13,right,2341,2462,B
I_00002330_00002406_frgp14,impostor,14,left,2330,2406,B
I_00002303_00002348_frgp14,impostor,14,left,2303,2348,B
I_00002310_00002353_frgp13,impostor,13,right,2310,2353,B
I_00002307_00002375_frgp14,impostor,14,left,2307,2375,B
I_00002364_00002424_frgp14,impostor,14,left,2364,2424,B
I_00002315_00002376_frgp14,impostor,14,left,2315,2376,B
I_00002388_00002392_frgp13,impostor,13,right,2388,2392,B
I_00002413_00002425_frgp14,impostor,14,left,2413,2425,B
I_00002353_00002463_frgp13,impostor,13,right,2353,2463,B
I_00002307_00002423_frgp14,impostor,14,left,2307,2423,B
I_00002332_00002348_frgp14,impostor,14,left,2332,2348,B
I_00002344_00002369_frgp13,impostor,13,right,2344,2369,B
I_00002368_00002412_frgp14,impostor,14,left,2368,2412,B
I_00002348_00002373_frgp13,impostor,13,right,2348,2373,B
I_00002327_00002351_frgp14,impostor,14,left,2327,2351,B
I_00002380_00002455_frgp13,impostor,13,right,2380,2455,B
I_00002344_00002412_frgp14,impostor,14,left,2344,2412,B
I_00002317_00002418_frgp13,impostor,13,right,2317,2418,B
I_00002359_00002381_frgp13,impostor,13,right,2359,2381,B
I_00002341_00002462_frgp14,impostor,14,left,2341,2462,B
I_00002328_00002406_frgp13,impostor,13,right,2328,2406,B
I_00002401_00002440_frgp13,impostor,13,right,2401,2440,B
I_00002326_00002388_frgp14,impostor,14,left,2326,2388,B
I_00002317_00002356_frgp13,impostor,13,right,2317,2356,B
I_00002320_00002357_frgp14,impostor,14,left,2320,2357,B
I_00002337_00002338_frgp14,impostor,14,left,2337,2338,B
I_00002374_00002401_frgp13,impostor,13,right,2374,2401,B
I_00002383_00002405_frgp13,impostor,13,right,2383,2405,B
I_00002352_00002386_frgp14,impostor,14,left,2352,2386,B
G_2368_frgp14,genuine,14,left,2368,2368,A
I_00002351_00002360_frgp13,impostor,13,right,2351,2360,B
I_00002304_00002405_frgp13,impostor,13,right,2304,2405,B
I_00002317_00002334_frgp14,impostor,14,left,2317,2334,B
I_00002307_00002315_frgp13,impostor,13,right,2307,2315,B
I_00002383_00002395_frgp14,impostor,14,left,2383,2395,B
I_00002306_00002315_frgp14,impostor,14,left,2306,2315,B
I_00002326_00002440_frgp14,impostor,14,left,2326,2440,B
I_00002329_00002372_frgp13,impostor,13,right,2329,2372,B
I_00002383_00002415_frgp14,impostor,14,left,2383,2415,B
I_00002315_00002359_frgp13,impostor,13,right,2315,2359,B
I_00002370_00002391_frgp14,impostor,14,left,2370,2391,B
I_00002325_00002405_frgp14,impostor,14,left,2325,2405,B
I_00002352_00002358_frgp14,impostor,14,left,2352,2358,B
I_00002371_00002463_frgp13,impostor,13,right,2371,2463,B
I_00002368_00002440_frgp14,impostor,14,left,2368,2440,B
I_00002304_00002408_frgp13,impostor,13,right,2304,2408,B
I_00002339_00002423_frgp14,impostor,14,left,2339,2423,B
I_00002349_00002364_frgp13,impostor,13,right,2349,2364,B
I_00002319_00002384_frgp13,impostor,13,right,2319,2384,B
I_00002337_00002338_frgp13,impostor,13,right,2337,2338,B
I_00002375_00002426_frgp13,impostor,13,right,2375,2426,B
I_00002406_00002418_frgp14,impostor,14,left,2406,2418,B
I_00002359_00002370_frgp14,impostor,14,left,2359,2370,B
I_00002306_00002415_frgp13,impostor,13,right,2306,2415,B
I_00002303_00002338_frgp13,impostor,13,right,2303,2338,B
I_00002374_00002408_frgp13,impostor,13,right,2374,2408,B
I_00002314_00002372_frgp13,impostor,13,right,2314,2372,B
I_00002362_00002375_frgp13,impostor,13,right,2362,2375,B
I_00002388_00002462_frgp13,impostor,13,right,2388,2462,B
I_00002317_00002388_frgp13,impostor,13,right,2317,2388,B
I_00002392_00002394_frgp13,impostor,13,right,2392,2394,B
I_00002380_00002447_frgp13,impostor,13,right,2380,2447,B
I_00002312_00002394_frgp14,impostor,14,left,2312,2394,B
I_00002334_00002353_frgp13,impostor,13,right,2334,2353,B
I_00002315_00002403_frgp13,impostor,13,right,2315,2403,B
G_2338_frgp14,genuine,14,left,2338,2338,A
I_00002376_00002381_frgp14,impostor,14,left,2376,2381,B
I_00002319_00002327_frgp14,impostor,14,left,2319,2327,B
I_00002372_00002418_frgp13,impostor,13,right,2372,2418,B
I_00002321_00002381_frgp13,impostor,13,right,2321,2381,B
I_00002320_00002391_frgp14,impostor,14,left,2320,2391,B
I_00002425_00002428_frgp13,impostor,13,right,2425,2428,B
I_00002325_00002392_frgp13,impostor,13,right,2325,2392,B
I_00002329_00002403_frgp13,impostor,13,right,2329,2403,B
I_00002319_00002398_frgp14,impostor,14,left,2319,2398,B
I_00002315_00002352_frgp14,impostor,14,left,2315,2352,B
I_00002341_00002360_frgp14,impostor,14,left,2341,2360,B
G_2330_frgp14,genuine,14,left,2330,2330,A
I_00002398_00002447_frgp13,impostor,13,right,2398,2447,B
I_00002348_00002394_frgp13,impostor,13,right,2348,2394,B
I_00002352_00002356_frgp13,impostor,13,right,2352,2356,B
I_00002375_00002383_frgp13,impostor,13,right,2375,2383,B
I_00002348_00002376_frgp14,impostor,14,left,2348,2376,B
I_00002348_00002369_frgp13,impostor,13,right,2348,2369,B
I_00002440_00002462_frgp13,impostor,13,right,2440,2462,B
I_00002319_00002356_frgp13,impostor,13,right,2319,2356,B
I_00002303_00002321_frgp13,impostor,13,right,2303,2321,B
I_00002344_00002462_frgp13,impostor,13,right,2344,2462,B
I_00002386_00002440_frgp13,impostor,13,right,2386,2440,B
I_00002321_00002374_frgp14,impostor,14,left,2321,2374,B
I_00002338_00002462_frgp13,impostor,13,right,2338,2462,B
I_00002307_00002394_frgp14,impostor,14,left,2307,2394,B
I_00002329_00002369_frgp13,impostor,13,right,2329,2369,B
I_00002406_00002481_frgp14,impostor,14,left,2406,2481,B
I_00002330_00002338_frgp13,impostor,13,right,2330,2338,B
I_00002396_00002407_frgp13,impostor,13,right,2396,2407,B
I_00002364_00002368_frgp14,impostor,14,left,2364,2368,B
I_00002342_00002371_frgp14,impostor,14,left,2342,2371,B
I_00002391_00002407_frgp14,impostor,14,left,2391,2407,B
I_00002314_00002317_frgp14,impostor,14,left,2314,2317,B
I_00002388_00002391_frgp13,impostor,13,right,2388,2391,B
I_00002332_00002462_frgp14,impostor,14,left,2332,2462,B
I_00002371_00002374_frgp13,impostor,13,right,2371,2374,B
I_00002315_00002412_frgp14,impostor,14,left,2315,2412,B
I_00002359_00002369_frgp14,impostor,14,left,2359,2369,B
I_00002348_00002360_frgp14,impostor,14,left,2348,2360,B
I_00002342_00002412_frgp13,impostor,13,right,2342,2412,B
I_00002314_00002388_frgp14,impostor,14,left,2314,2388,B
I_00002334_00002408_frgp14,impostor,14,left,2334,2408,B
I_00002326_00002341_frgp13,impostor,13,right,2326,2341,B
I_00002319_00002399_frgp13,impostor,13,right,2319,2399,B
I_00002344_00002394_frgp14,impostor,14,left,2344,2394,B
I_00002342_00002367_frgp13,impostor,13,right,2342,2367,B
I_00002317_00002330_frgp14,impostor,14,left,2317,2330,B
I_00002320_00002408_frgp13,impostor,13,right,2320,2408,B
I_00002340_00002359_frgp14,impostor,14,left,2340,2359,B
I_00002306_00002408_frgp14,impostor,14,left,2306,2408,B
I_00002340_00002357_frgp14,impostor,14,left,2340,2357,B
I_00002372_00002395_frgp13,impostor,13,right,2372,2395,B
I_00002353_00002374_frgp13,impostor,13,right,2353,2374,B
I_00002342_00002440_frgp14,impostor,14,left,2342,2440,B
I_00002326_00002394_frgp13,impostor,13,right,2326,2394,B
I_00002319_00002424_frgp13,impostor,13,right,2319,2424,B
I_00002349_00002399_frgp14,impostor,14,left,2349,2399,B
I_00002306_00002353_frgp13,impostor,13,right,2306,2353,B
I_00002369_00002403_frgp13,impostor,13,right,2369,2403,B
I_00002328_00002428_frgp14,impostor,14,left,2328,2428,B
I_00002360_00002374_frgp14,impostor,14,left,2360,2374,B
I_00002337_00002398_frgp14,impostor,14,left,2337,2398,B
I_00002408_00002412_frgp14,impostor,14,left,2408,2412,B
I_00002386_00002392_frgp14,impostor,14,left,2386,2392,B
I_00002353_00002359_frgp14,impostor,14,left,2353,2359,B
I_00002379_00002413_frgp13,impostor,13,right,2379,2413,B
I_00002401_00002425_frgp14,impostor,14,left,2401,2425,B
I_00002314_00002428_frgp14,impostor,14,left,2314,2428,B
I_00002321_00002395_frgp13,impostor,13,right,2321,2395,B
I_00002338_00002376_frgp14,impostor,14,left,2338,2376,B
I_00002303_00002351_frgp13,impostor,13,right,2303,2351,B
I_00002306_00002338_frgp13,impostor,13,right,2306,2338,B
I_00002401_00002408_frgp13,impostor,13,right,2401,2408,B
I_00002320_00002344_frgp13,impostor,13,right,2320,2344,B
I_00002384_00002409_frgp14,impostor,14,left,2384,2409,B
I_00002375_00002376_frgp13,impostor,13,right,2375,2376,B
I_00002405_00002418_frgp13,impostor,13,right,2405,2418,B
I_00002339_00002353_frgp13,impostor,13,right,2339,2353,B
I_00002307_00002320_frgp14,impostor,14,left,2307,2320,B
I_00002369_00002381_frgp13,impostor,13,right,2369,2381,B
I_00002325_00002353_frgp13,impostor,13,right,2325,2353,B
I_00002306_00002357_frgp13,impostor,13,right,2306,2357,B
I_00002418_00002481_frgp13,impostor,13,right,2418,2481,B
I_00002370_00002418_frgp13,impostor,13,right,2370,2418,B
I_00002355_00002356_frgp14,impostor,14,left,2355,2356,B
I_00002328_00002418_frgp14,impostor,14,left,2328,2418,B
I_00002313_00002402_frgp13,impostor,13,right,2313,2402,B
I_00002369_00002426_frgp13,impostor,13,right,2369,2426,B
I_00002381_00002455_frgp14,impostor,14,left,2381,2455,B
I_00002327_00002408_frgp13,impostor,13,right,2327,2408,B
I_00002353_00002395_frgp13,impostor,13,right,2353,2395,B
I_00002310_00002369_frgp14,impostor,14,left,2310,2369,B
I_00002348_00002396_frgp14,impostor,14,left,2348,2396,B
I_00002369_00002379_frgp14,impostor,14,left,2369,2379,B
I_00002380_00002412_frgp14,impostor,14,left,2380,2412,B
I_00002359_00002408_frgp14,impostor,14,left,2359,2408,B
I_00002320_00002332_frgp13,impostor,13,right,2320,2332,B
I_00002338_00002352_frgp14,impostor,14,left,2338,2352,B
I_00002418_00002426_frgp13,impostor,13,right,2418,2426,B
I_00002373_00002440_frgp13,impostor,13,right,2373,2440,B
I_00002386_00002407_frgp14,impostor,14,left,2386,2407,B
I_00002357_00002409_frgp14,impostor,14,left,2357,2409,B
I_00002351_00002369_frgp13,impostor,13,right,2351,2369,B
I_00002369_00002401_frgp13,impostor,13,right,2369,2401,B
I_00002412_00002447_frgp13,impostor,13,right,2412,2447,B
I_00002344_00002423_frgp14,impostor,14,left,2344,2423,B
I_00002310_00002371_frgp13,impostor,13,right,2310,2371,B
I_00002326_00002375_frgp13,impostor,13,right,2326,2375,B
I_00002327_00002383_frgp14,impostor,14,left,2327,2383,B
I_00002386_00002481_frgp13,impostor,13,right,2386,2481,B
I_00002395_00002398_frgp13,impostor,13,right,2395,2398,B
I_00002370_00002373_frgp14,impostor,14,left,2370,2373,B
I_00002321_00002337_frgp13,impostor,13,right,2321,2337,B
I_00002327_00002337_frgp14,impostor,14,left,2327,2337,B
I_00002374_00002383_frgp13,impostor,13,right,2374,2383,B
I_00002330_00002408_frgp13,impostor,13,right,2330,2408,B
I_00002312_00002349_frgp13,impostor,13,right,2312,2349,B
I_00002381_00002413_frgp13,impostor,13,right,2381,2413,B
I_00002362_00002367_frgp14,impostor,14,left,2362,2367,B
I_00002304_00002337_frgp13,impostor,13,right,2304,2337,B
I_00002303_00002407_frgp13,impostor,13,right,2303,2407,B
I_00002384_00002395_frgp14,impostor,14,left,2384,2395,B
I_00002408_00002413_frgp14,impostor,14,left,2408,2413,B
I_00002348_00002372_frgp14,impostor,14,left,2348,2372,B
I_00002384_00002424_frgp14,impostor,14,left,2384,2424,B
I_00002353_00002367_frgp13,impostor,13,right,2353,2367,B
I_00002303_00002314_frgp13,impostor,13,right,2303,2314,B
I_00002307_00002426_frgp14,impostor,14,left,2307,2426,B
I_00002358_00002369_frgp13,impostor,13,right,2358,2369,B
I_00002307_00002367_frgp13,impostor,13,right,2307,2367,B
I_00002394_00002401_frgp13,impostor,13,right,2394,2401,B
I_00002401_00002481_frgp14,impostor,14,left,2401,2481,B
I_00002398_00002413_frgp14,impostor,14,left,2398,2413,B
I_00002339_00002424_frgp13,impostor,13,right,2339,2424,B
I_00002368_00002383_frgp13,impostor,13,right,2368,2383,B
I_00002340_00002388_frgp14,impostor,14,left,2340,2388,B
I_00002369_00002394_frgp13,impostor,13,right,2369,2394,B
I_00002395_00002425_frgp14,impostor,14,left,2395,2425,B
I_00002371_00002402_frgp13,impostor,13,right,2371,2402,B
I_00002314_00002394_frgp14,impostor,14,left,2314,2394,B
I_00002303_00002304_frgp13,impostor,13,right,2303,2304,B
I_00002315_00002383_frgp13,impostor,13,right,2315,2383,B
I_00002306_00002334_frgp13,impostor,13,right,2306,2334,B
G_2369_frgp13,genuine,13,right,2369,2369,A
I_00002357_00002402_frgp13,impostor,13,right,2357,2402,B
I_00002332_00002394_frgp13,impostor,13,right,2332,2394,B
I_00002314_00002383_frgp13,impostor,13,right,2314,2383,B
I_00002371_00002384_frgp14,impostor,14,left,2371,2384,B
I_00002303_00002362_frgp14,impostor,14,left,2303,2362,B
I_00002320_00002383_frgp14,impostor,14,left,2320,2383,B
I_00002344_00002403_frgp13,impostor,13,right,2344,2403,B
I_00002304_00002330_frgp13,impostor,13,right,2304,2330,B
I_00002320_00002455_frgp14,impostor,14,left,2320,2455,B
I_00002313_00002353_frgp13,impostor,13,right,2313,2353,B
I_00002351_00002412_frgp13,impostor,13,right,2351,2412,B
I_00002395_00002413_frgp14,impostor,14,left,2395,2413,B
I_00002368_00002403_frgp14,impostor,14,left,2368,2403,B
I_00002320_00002358_frgp13,impostor,13,right,2320,2358,B
I_00002384_00002455_frgp14,impostor,14,left,2384,2455,B
I_00002307_00002312_frgp13,impostor,13,right,2307,2312,B
G_2463_frgp13,genuine,13,right,2463,2463,A
I_00002306_00002349_frgp13,impostor,13,right,2306,2349,B
I_00002303_00002401_frgp13,impostor,13,right,2303,2401,B
I_00002304_00002338_frgp14,impostor,14,left,2304,2338,B
I_00002388_00002413_frgp14,impostor,14,left,2388,2413,B
I_00002355_00002401_frgp14,impostor,14,left,2355,2401,B
I_00002338_00002379_frgp14,impostor,14,left,2338,2379,B
I_00002360_00002425_frgp13,impostor,13,right,2360,2425,B
I_00002329_00002348_frgp13,impostor,13,right,2329,2348,B
I_00002373_00002384_frgp14,impostor,14,left,2373,2384,B
I_00002314_00002381_frgp14,impostor,14,left,2314,2381,B
I_00002392_00002407_frgp14,impostor,14,left,2392,2407,B
I_00002317_00002399_frgp14,impostor,14,left,2317,2399,B
I_00002348_00002395_frgp13,impostor,13,right,2348,2395,B
I_00002356_00002374_frgp13,impostor,13,right,2356,2374,B
I_00002312_00002408_frgp13,impostor,13,right,2312,2408,B
I_00002319_00002355_frgp14,impostor,14,left,2319,2355,B
I_00002372_00002379_frgp14,impostor,14,left,2372,2379,B
I_00002374_00002398_frgp13,impostor,13,right,2374,2398,B
